number	T1	T1_density	W	W_density	k	k_density
1	0.0038724345944344657	1.0070522710173415	0.2599592863902136	0.0642716565872503	0.1499556743679493	0.01513227616699759
2	0.003891091991303781	1.8549762335822937	0.26302482310092	0.10856796326471871	0.15099455304825907	0.025331070698336396
3	0.003909749388173097	3.2631645838572783	0.26609035981162643	0.17788970103470242	0.15203343172856884	0.041052397102265915
4	0.003928406785042412	5.4907497692107885	0.26915589652233285	0.28354580055066786	0.1530723104088786	0.06450353426944005
5	0.003947064181911727	8.854498597083856	0.2722214332330393	0.4389179616092807	0.15411118908918836	0.09825739010982877
6	0.003965721578781042	13.642645656830577	0.27528696994374574	0.6605174385317404	0.15515006776949813	0.14497561466574738
7	0.003984378975650358	20.094977475218297	0.27835250665445216	0.9660897184662603	0.1561889464498079	0.20751249070516503
8	0.004003036372519673	28.325716280083977	0.2814180433651586	1.373289606429035	0.15722782513011768	0.2876090456747317
9	0.004021693769388989	38.19648334872811	0.284483580075865	1.8981893234941998	0.15826670381042746	0.386741805992167
10	0.004040351166258304	49.25238804103501	0.2875491167865714	2.54985558803676	0.1593055824907372	0.5036591232409232
11	0.004059008563127619	60.7501897380544	0.29061465349727783	3.331272082701308	0.16034446117104698	0.6361045535259199
12	0.004077665959996935	71.66894868887465	0.2936801902079843	4.230311645036385	0.16138333985135675	0.7784437505149739
13	0.00409632335686625	80.86339681044869	0.2967457269186907	5.224578370898943	0.16242221853166652	0.9233941857595243
14	0.004114980753735565	87.28212530547773	0.29981126362939714	6.2735915153244015	0.1634610972119763	1.0616682668712618
15	0.00413363815060488	90.1334998781889	0.30287680034010356	7.325451250304352	0.16449997589228607	1.1830591902789644
16	0.0041522955474741965	88.97254151362868	0.30594233705081	8.319082206738784	0.16553885457259582	1.2777924444509547
17	0.004170952944343512	84.02554135007009	0.3090078737615164	9.184809957931488	0.1665777332529056	1.3377810650253987
18	0.004189610341212827	75.91493497271726	0.3120734104722228	9.865062240969086	0.16761661193321536	1.3572763345284953
19	0.004208267738082142	65.59703580322483	0.3151389471829293	10.299162421273454	0.16865549061352514	1.3350913608205799
20	0.004226925134951457	54.20962585684865	0.3182044838936357	10.460821988891155	0.1696943692938349	1.272417267423992
21	0.004245582531820773	42.85467444288659	0.3212700206043421	10.327719184834597	0.1707332479741447	1.175888532279633
22	0.004264239928690088	32.397054070336566	0.32433555731504854	9.91851435808999	0.17177212665445443	1.0528441715735766
23	0.004282897325559404	23.428380145397153	0.32740109402575496	9.259656181656801	0.1728110053347642	0.9139896544402752
24	0.004301554722428719	16.212545034322602	0.3304666307364614	8.40734634962762	0.17384988401507398	0.7691114292670151
