number	T1	T1_density	W	W_density	k	k_density
25	0.0043202121192980345	10.726168133860778	0.3335321674471678	7.4214106618941384	0.17488876269538375	0.6275952213320459
26	0.00433886951616735	6.7807680700707795	0.33659770415787427	6.3708445085290935	0.17592764137569353	0.4970871387949684
27	0.004357526913036665	4.107569148047266	0.3396632408685807	5.319286505781204	0.1769665200560033	0.3829975250437942
28	0.00437618430990598	2.379979459310795	0.3427287775792871	4.32248703279706	0.17800539873631305	0.2889032642069889
29	0.0043948417067752954	1.3171108908386455	0.3457943142899935	3.4237203913531884	0.17904427741662282	0.2170211900296609
30	0.004413499103644611	0.6959923360261281	0.34885985100069994	2.6529427857714167	0.1800831560969326	0.16875972067383577
31	0.004432156500513927	0.35357883085483466	0.35192538771140636	2.026704878738104	0.18112203477724237	0.14696128307745418
32	0.004450813897383242	0.1715067759945361	0.3549909244221128	1.5535777033173892	0.18216091345755214	0.1555069928304089
33	0.004469471294252557	0.07946163611168829	0.3580564611328192	1.2329529909856871	0.18319979213786192	0.20393596516950427
34	0.0044881286911218725	0.035579086342489984	0.36112199784352567	1.0657017702992893	0.18423867081817166	0.30458226466315286
35	0.004506786087991188	0.016398804523380047	0.3641875345542321	1.047987681599883	0.18527754949848144	0.48053086862069017
36	0.004525443484860503	0.010342886092748037	0.3672530712649385	1.1843867861570492	0.1863164281787912	0.7587270502597725
37	0.004544100881729818	0.014315131716995742	0.3703186079756449	1.4743795478651234	0.18735530685910098	1.1799186386624445
38	0.004562758278599134	0.033089083742772876	0.37338414468635134	1.9269974884450947	0.18839418553941076	1.7884249517061253
39	0.0045814156754684495	0.08349158568345388	0.37644968139705776	2.5391252293846036	0.1894330642197205	2.6381152441663867
40	0.004600073072337765	0.2047188103673461	0.3795152181077642	3.3128670660986077	0.19047194290003028	3.7827389426405267
41	0.00461873046920708	0.47997488079128825	0.38258075481847065	4.2286832189604375	0.19151082158034005	5.268758948506745
42	0.004637387866076395	1.0850744271131465	0.38564629152917707	5.263867787377832	0.19254970026064983	7.134864895187985
43	0.0046560452629457105	2.344030005922142	0.3887118282398835	6.372590234882611	0.1935885789409596	9.384099176365682
44	0.004674702659815026	4.832758828338559	0.3917773649505899	7.499149197013294	0.19462745762126937	12.002130835479909
45	0.004693360056684342	9.524773825571582	0.3948429016612963	8.575258404844002	0.19566633630157912	14.91453190012033
46	0.004712017453553657	18.049661516806868	0.39790843837200274	9.525673855620342	0.1967052149818889	18.02050998575624
47	0.004730674850422972	32.666651585241105	0.40097397508270916	10.28195587505502	0.19774409366219867	21.165121891591138
48	0.0047493322472922875	56.50381978456417	0.40403951179341563	10.781406745240554	0.19878297234250844	24.165955304743097
49	0.004767989644161603	93.60185850838835	0.40710504850412205	10.9860087242983	0.19982185102281821	26.828792307013774
50	0.004786647041030918	148.58784976597397	0.41017058521482846	10.877319510710157	0.200860729703128	28.956519933583213
51	0.004805304437900233	225.5486188172576	0.4132361219255349	10.466743521336692	0.20189960838343773	30.387189148097693
52	0.0048239618347695485	327.57979832846127	0.4163016586362413	9.789338875020073	0.2029384870637475	31.00553458142935
53	0.004842619231638865	455.73721461365506	0.4193671953469477	8.89980307225556	0.20397736574405728	30.75358581495764
54	0.00486127662850818	606.9578206624993	0.42243273205765414	7.866904224032207	0.20501624442436706	29.662307334184476
55	0.004879934025377495	773.8360527772393	0.4254982687683606	6.761783818075724	0.20605512310467683	27.805156279620903
56	0.00489859142224681	944.967352377435	0.42856380547906703	5.652616597322782	0.2070940017849866	25.34658728275069
57	0.0049172488191161256	1105.3572515577032	0.43162934218977345	4.597603245316541	0.20813288046529635	22.45698473767564
58	0.004935906215985441	1239.2983614578168	0.43469487890047986	3.6379213236182517	0.20917175914560612	19.35272392225734
59	0.004954563612854756	1333.222294810732	0.4377604156111863	2.80338127146754	0.2102106378259159	16.229503675495092
60	0.004973221009724072	1378.080973499991	0.4408259523218927	2.101977863445365	0.21124951650622567	13.264684289377731
61	0.004991878406593387	1371.224525156546	0.4438914890325991	1.53712173250282	0.21228839518653544	10.604883480000458
62	0.005010535803462703	1319.4126804190228	0.4469570257433056	1.0940400485072141	0.21332727386684522	8.350778450407425
63	0.005029193200332018	1235.2793579438205	0.450022562454012	0.7611452745069464	0.21436615254715496	6.570055721399114
64	0.005047850597201333	1135.8912744058923	0.4530880991647184	0.5163626926119812	0.21540503122746474	5.298179104632343
65	0.005066507994070648	1040.0412843939575	0.45615363587542485	0.34413503501125925	0.2164439099077745	4.541914233553738
66	0.0050851653909399636	963.8978955773276	0.45921917258613126	0.2259662227652047	0.21748278858808429	4.305940092448893
67	0.00510382278780928	918.6082827966302	0.4622847092968377	0.14930751718840357	0.21852166726839406	4.567886872446648
68	0.005122480184678595	909.5532251449579	0.4653502460075441	0.10242430791894919	0.2195605459487038	5.326163484620799
69	0.00514113758154791	934.9626299012855	0.4684157827182506	0.07782832337861702	0.22059942462901358	6.544369393492453
70	0.005159794978417225	988.2229776896344	0.471481319428957	0.06962593124377202	0.22163830330932335	8.208530931978174
71	0.005178452375286541	1060.4256463320153	0.4745468561396634	0.07436431658988213	0.22267718198963313	10.263432424603334
72	0.005197109772155856	1142.6058142625625	0.4776123928503698	0.08964874407309821	0.2237160606699429	12.65727481494738
73	0.005215767169025171	1227.5211063478891	0.48067792956107624	0.11404440412182612	0.22475493935025267	15.301496635844503
74	0.005234424565894486	1311.4086394330823	0.48374346627178266	0.1463669185885236	0.22579381803056242	18.09224447269926
75	0.0052530819627638024	1393.5749037183004	0.4868090029824891	0.18533365465665347	0.2268326967108722	20.900143705523128
76	0.005271739359633118	1475.4138885985365	0.48987453969319555	0.22931959369622545	0.22787157539118197	23.58248733706275
77	0.005290396756502433	1558.684796491302	0.49294007640390197	0.2760979815002502	0.22891045407149174	25.98495071294822
78	0.005309054153371748	1643.7682114686677	0.4960056131146084	0.3229268747545161	0.22994933275180152	27.96771955486628
79	0.005327711550241063	1728.4685994373351	0.4990711498253148	0.36670374052584026	0.2309882114321113	29.388222684021287
80	0.005346368947110379	1807.414804229751	0.5021366865360213	0.4040485982782233	0.23202709011242104	30.16437869404952
81	0.005365026343979694	1872.751911410879	0.5052022232467277	0.4321509457717175	0.2330659687927308	30.21092345325622
82	0.00538368374084901	1915.1638846465132	0.5082677599574341	0.4483120277466649	0.23410484747304058	29.540388169150336
83	0.005402341137718325	1924.7906623734432	0.5113332966681405	0.4514984744633977	0.23514372615335036	28.170334166153044
84	0.0054209985345876404	1894.228834722597	0.514398833378847	0.4409594796903438	0.23618260483366013	26.20121713672858
85	0.005439655931456956	1819.4836666385686	0.5174643700895534	0.41809418726936076	0.2372214835139699	23.749801830592368
86	0.005458313328326271	1700.7073121582525	0.5205299068002598	0.38446972464464174	0.23826036219427965	20.97334789886557
87	0.005476970725195586	1542.190693313151	0.5235954435109662	0.343163852451301	0.23929924087458943	18.03437791042396
88	0.005495628122064901	1354.1706530535896	0.5266609802216726	0.2971415302637259	0.2403381195548992	15.092720469437932
89	0.0055142855189342175	1149.0017837055386	0.529726516932379	0.24966958295467004	0.24137699823520897	12.285948352933879
90	0.005532942915803533	940.2844379557425	0.5327920536430855	0.203561635224116	0.24241587691551875	9.727261312000092
91	0.005551600312672848	741.201539494584	0.5358575903537919	0.1610183439684194	0.24345475559582852	7.481713793196222
92	0.005570257709542163	561.9943736041754	0.5389231270644983	0.12360931938202391	0.24449363427613827	5.596153074880695
93	0.0055889151064114784	409.3011420264055	0.5419886637752047	0.0920528061116225	0.24553251295644804	4.061461888864278
94	0.005607572503280794	286.2464453214642	0.5450542004859112	0.06653000264681372	0.24657139163675781	2.865840389101464
95	0.005626229900150109	192.15120763627513	0.5481197371966177	0.04665027972579146	0.2476102703170676	1.9608096568950293
96	0.005644887297019424	123.59493555641694	0.5511852739073241	0.03173802768875979	0.24864914899737736	1.3034674573436067
97	0.00566354469388874	76.09640518232207	0.5542508106180305	0.02095693938600411	0.2496880276776871	0.8402036978768596
98	0.0056822020907580555	44.97311079530211	0.5573163473287369	0.013418990856973805	0.2507269063579969	0.5256092608656673
99	0.005700859487627371	25.453095456970864	0.5603818840394433	0.008345568826864823	0.25176578503830666	0.3190699550133368
100	0.005719516884496686	13.770108328494876	0.5634474207501498	0.005028227175125338	0.25280466371861643	0.1876446314889772
