X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264
46,2678,2598,11977,2054,1949,2342,4947,9936,10574,11213,11853,1452,1837,2342,2905,4108,4729,5356,5988,7262,7902,8543,9186,9829,11118,11764,1452,2054,2678,3312,5237,5882,6528,7174,8469,9117,9765,11061,11710,3897,3248,2598,1949,1299,650,0,650,1299,1949,2598,5196,5846,6495,7145,7794,9094,9743,10393,11042,11692,3951,3312,2678,2054,1452,919,1452,4593,5237,7174,7821,8469,9117,9765,10413,5356,4729,4108,3498,2905,2342,1837,1452,1452,2342,3498,4108,4729,7262,7902,8543,11764,12409,6162,5550,4947,4357,3248,2756,2342,2054,2054,2342,2756,3248,3787,11853,12494,13136,10084,6397,5810,3248,2905,2678,2905,3248,15288,3787,3498,3312,17332,16700,16069,15439,11099,5988,5511,4684,4357,4108,18117,17489,16863,15616,11942,11344,10752,10167,7929,7406,6905,6430,5988,5588,5237,18291,17669,12204,11619,11042,10473,9915,8835,8318,7821,7349,6905,6495,6128,5810,18486,17871,16042,12494,11924,11362,10810,10270,9743,9232,8739,8267,7821,7406,6687,18702,18094,17489,16888,16290,15697,15108,14524,13946,13375,12811,11710,11175,10653,10146,9656,9186,8739,8318,7929,7575,7262,17741,17148,15976,15398,14826,14260,13702,13152,12612,12082,11565,11061,10574,10104,9656,9232,8835,8469,14597,14052,13516,12991,12477,11977,11491,11023,10574,10146,9743,9368,14953,14422,13901,13391,12893,12409,11942,11491,11061,10653,10270,9915,15330,14812,14305,13809,13327,12860,12409,11977,11565,11175,15724,15219,14726,14245,13779,13327,12893,12477,12082,11710,14245,13391,12991,12612
47,2905,2678,11344,2342,2054,2054,4357,9300,9936,10574,11213,1299,1452,1837,2342,3498,4108,4729,5356,6624,7262,7902,8543,9186,10473,11118,919,1452,2054,2678,4593,5237,5882,6528,7821,8469,9117,10413,11061,4547,3897,3248,2598,1949,1299,650,0,650,1299,1949,4547,5196,5846,6495,7145,8444,9094,9743,10393,11042,4593,3951,3312,2678,2054,650,919,3951,4593,6528,7174,7821,8469,9117,9765,5988,5356,4729,4108,3498,2905,2342,1837,1299,1837,2905,3498,4108,6624,7262,7902,11118,11764,6781,6162,5550,4947,3787,3248,2756,2342,1949,2054,2342,2756,3248,11213,11853,12494,10712,6996,6397,3674,3248,2905,2678,2905,15924,4159,3787,3498,17965,17332,16700,16069,11710,6495,5988,5073,4684,4357,18747,18117,17489,16238,12545,11942,11344,10752,8469,7929,7406,6905,6430,5988,5588,18915,18291,12794,12204,11619,11042,10473,9368,8835,8318,7821,7349,6905,6495,6128,19103,18486,16649,13072,12494,11924,11362,10810,10270,9743,9232,8739,8267,7821,7026,19312,18702,18094,17489,16888,16290,15697,15108,14524,13946,13375,12255,11710,11175,10653,10146,9656,9186,8739,8318,7929,7575,18337,17741,16560,15976,15398,14826,14260,13702,13152,12612,12082,11565,11061,10574,10104,9656,9232,8835,15150,14597,14052,13516,12991,12477,11977,11491,11023,10574,10146,9743,15494,14953,14422,13901,13391,12893,12409,11942,11491,11061,10653,10270,15857,15330,14812,14305,13809,13327,12860,12409,11977,11565,16238,15724,15219,14726,14245,13779,13327,12893,12477,12082,14697,13809,13391,12991
48,3248,2905,10712,2756,2342,1949,3787,8666,9300,9936,10574,1452,1299,1452,1837,2905,3498,4108,4729,5988,6624,7262,7902,8543,9829,10473,650,919,1452,2054,3951,4593,5237,5882,7174,7821,8469,9765,10413,5196,4547,3897,3248,2598,1949,1299,650,0,650,1299,3897,4547,5196,5846,6495,7794,8444,9094,9743,10393,5237,4593,3951,3312,2678,919,650,3312,3951,5882,6528,7174,7821,8469,9117,6624,5988,5356,4729,4108,3498,2905,2342,1452,1452,2342,2905,3498,5988,6624,7262,10473,11118,7406,6781,6162,5550,4357,3787,3248,2756,2054,1949,2054,2342,2756,10574,11213,11853,11344,7603,6996,4159,3674,3248,2598,2678,16560,4593,4159,3787,18600,17965,17332,16700,12324,7026,6495,5511,5073,4684,19378,18747,18117,16863,13152,12545,11942,11344,9024,8469,7929,7406,6905,6430,5988,19540,18915,13391,12794,12204,11619,11042,9915,9368,8835,8318,7821,7349,6905,6495,19723,19103,17259,13656,13072,12494,11924,11362,10810,10270,9743,9232,8739,8267,7406,19925,19312,18702,18094,17489,16888,16290,15697,15108,14524,13946,12811,12255,11710,11175,10653,10146,9656,9186,8739,8318,7929,18937,18337,17148,16560,15976,15398,14826,14260,13702,13152,12612,12082,11565,11061,10574,10104,9656,9232,15710,15150,14597,14052,13516,12991,12477,11977,11491,11023,10574,10146,16042,15494,14953,14422,13901,13391,12893,12409,11942,11491,11061,10653,16394,15857,15330,14812,14305,13809,13327,12860,12409,11977,16763,16238,15724,15219,14726,14245,13779,13327,12893,12477,15164,14245,13809,13391
49,3674,3248,10084,3248,2756,2054,3248,8034,8666,9300,9936,1837,1452,1299,1452,2342,2905,3498,4108,5356,5988,6624,7262,7902,9186,9829,919,650,919,1452,3312,3951,4593,5237,6528,7174,7821,9117,9765,5846,5196,4547,3897,3248,2598,1949,1299,650,0,650,3248,3897,4547,5196,5846,7145,7794,8444,9094,9743,5882,5237,4593,3951,3312,1452,919,2678,3312,5237,5882,6528,7174,7821,8469,7262,6624,5988,5356,4729,4108,3498,2905,1837,1299,1837,2342,2905,5356,5988,6624,9829,10473,8034,7406,6781,6162,4947,4357,3787,3248,2342,2054,1949,2054,2342,9936,10574,11213,11977,8216,7603,4684,4159,3674,2678,2598,17197,5073,4593,4159,19235,18600,17965,17332,12942,7575,7026,5988,5511,5073,20010,19378,18747,17489,13763,13152,12545,11942,9590,9024,8469,7929,7406,6905,6430,20167,19540,13991,13391,12794,12204,11619,10473,9915,9368,8835,8318,7821,7349,6905,20344,19723,17871,14245,13656,13072,12494,11924,11362,10810,10270,9743,9232,8739,7821,20540,19925,19312,18702,18094,17489,16888,16290,15697,15108,14524,13375,12811,12255,11710,11175,10653,10146,9656,9186,8739,8318,19540,18937,17741,17148,16560,15976,15398,14826,14260,13702,13152,12612,12082,11565,11061,10574,10104,9656,16277,15710,15150,14597,14052,13516,12991,12477,11977,11491,11023,10574,16598,16042,15494,14953,14422,13901,13391,12893,12409,11942,11491,11061,16938,16394,15857,15330,14812,14305,13809,13327,12860,12409,17295,16763,16238,15724,15219,14726,14245,13779,13327,12893,15643,14697,14245,13809
50,4159,3674,9457,3787,3248,2342,2756,7406,8034,8666,9300,2342,1837,1452,1299,1837,2342,2905,3498,4729,5356,5988,6624,7262,8543,9186,1452,919,650,919,2678,3312,3951,4593,5882,6528,7174,8469,9117,6495,5846,5196,4547,3897,3248,2598,1949,1299,650,0,2598,3248,3897,4547,5196,6495,7145,7794,8444,9094,6528,5882,5237,4593,3951,2054,1452,2054,2678,4593,5237,5882,6528,7174,7821,7902,7262,6624,5988,5356,4729,4108,3498,2342,1452,1452,1837,2342,4729,5356,5988,9186,9829,8666,8034,7406,6781,5550,4947,4357,3787,2756,2342,2054,1949,2054,9300,9936,10574,12612,8835,8216,5237,4684,4159,2905,2678,17836,5588,5073,4593,19872,19235,18600,17965,13563,8139,7575,6495,5988,5511,20643,20010,19378,18117,14378,13763,13152,12545,10167,9590,9024,8469,7929,7406,6905,20795,20167,14597,13991,13391,12794,12204,11042,10473,9915,9368,8835,8318,7821,7349,20967,20344,18486,14840,14245,13656,13072,12494,11924,11362,10810,10270,9743,9232,8267,21157,20540,19925,19312,18702,18094,17489,16888,16290,15697,15108,13946,13375,12811,12255,11710,11175,10653,10146,9656,9186,8739,20146,19540,18337,17741,17148,16560,15976,15398,14826,14260,13702,13152,12612,12082,11565,11061,10574,10104,16850,16277,15710,15150,14597,14052,13516,12991,12477,11977,11491,11023,17161,16598,16042,15494,14953,14422,13901,13391,12893,12409,11942,11491,17489,16938,16394,15857,15330,14812,14305,13809,13327,12860,17836,17295,16763,16238,15724,15219,14726,14245,13779,13327,16134,15164,14697,14245
51,6397,5810,6996,6162,5550,4357,2054,4947,5550,6162,6781,4729,4108,3498,2905,1837,1452,1299,1452,2342,2905,3498,4108,4729,5988,6624,3951,3312,2678,2054,650,919,1452,2054,3312,3951,4593,5882,6528,9094,8444,7794,7145,6495,5846,5196,4547,3897,3248,2598,0,650,1299,1949,2598,3897,4547,5196,5846,6495,9117,8469,7821,7174,6528,4593,3951,919,650,2054,2678,3312,3951,4593,5237,10473,9829,9186,8543,7902,7262,6624,5988,4729,3498,2342,1837,1452,2342,2905,3498,6624,7262,11213,10574,9936,9300,8034,7406,6781,6162,4947,4357,3787,3248,2756,6781,7406,8034,15164,11344,10712,7603,6996,6397,4684,4159,20396,7848,7262,6687,22425,21786,21147,20509,16069,10494,9893,8714,8139,7575,23184,22547,21912,20643,16863,16238,15616,14996,12545,11942,11344,10752,10167,9590,9024,23320,22687,17050,16432,15817,15205,14597,13391,12794,12204,11619,11042,10473,9915,9368,23473,22845,20967,17259,16649,16042,15439,14840,14245,13656,13072,12494,11924,11362,10270,23643,23020,22397,21776,21157,20540,19925,19312,18702,18094,17489,16290,15697,15108,14524,13946,13375,12811,12255,11710,11175,10653,22594,21979,20755,20146,19540,18937,18337,17741,17148,16560,15976,15398,14826,14260,13702,13152,12612,12082,19192,18600,18012,17429,16850,16277,15710,15150,14597,14052,13516,12991,19464,18881,18303,17729,17161,16598,16042,15494,14953,14422,13901,13391,19755,19181,18611,18047,17489,16938,16394,15857,15330,14812,20062,19497,18937,18383,17836,17295,16763,16238,15724,15219,18199,17148,16636,16134
52,6996,6397,6397,6781,6162,4947,2342,4357,4947,5550,6162,5356,4729,4108,3498,2342,1837,1452,1299,1837,2342,2905,3498,4108,5356,5988,4593,3951,3312,2678,919,650,919,1452,2678,3312,3951,5237,5882,9743,9094,8444,7794,7145,6495,5846,5196,4547,3897,3248,650,0,650,1299,1949,3248,3897,4547,5196,5846,9765,9117,8469,7821,7174,5237,4593,1452,919,1452,2054,2678,3312,3951,4593,11118,10473,9829,9186,8543,7902,7262,6624,5356,4108,2905,2342,1837,1837,2342,2905,5988,6624,11853,11213,10574,9936,8666,8034,7406,6781,5550,4947,4357,3787,3248,6162,6781,7406,15804,11977,11344,8216,7603,6996,5237,4684,21037,8444,7848,7262,23065,22425,21786,21147,16700,11099,10494,9300,8714,8139,23821,23184,22547,21277,17489,16863,16238,15616,13152,12545,11942,11344,10752,10167,9590,23954,23320,17669,17050,16432,15817,15205,13991,13391,12794,12204,11619,11042,10473,9915,24103,23473,21592,17871,17259,16649,16042,15439,14840,14245,13656,13072,12494,11924,10810,24269,23643,23020,22397,21776,21157,20540,19925,19312,18702,18094,16888,16290,15697,15108,14524,13946,13375,12811,12255,11710,11175,23211,22594,21366,20755,20146,19540,18937,18337,17741,17148,16560,15976,15398,14826,14260,13702,13152,12612,19787,19192,18600,18012,17429,16850,16277,15710,15150,14597,14052,13516,20052,19464,18881,18303,17729,17161,16598,16042,15494,14953,14422,13901,20334,19755,19181,18611,18047,17489,16938,16394,15857,15330,20632,20062,19497,18937,18383,17836,17295,16763,16238,15724,18735,17669,17148,16636
53,7603,6996,5810,7406,6781,5550,2756,3787,4357,4947,5550,5988,5356,4729,4108,2905,2342,1837,1452,1452,1837,2342,2905,3498,4729,5356,5237,4593,3951,3312,1452,919,650,919,2054,2678,3312,4593,5237,10393,9743,9094,8444,7794,7145,6495,5846,5196,4547,3897,1299,650,0,650,1299,2598,3248,3897,4547,5196,10413,9765,9117,8469,7821,5882,5237,2054,1452,919,1452,2054,2678,3312,3951,11764,11118,10473,9829,9186,8543,7902,7262,5988,4729,3498,2905,2342,1452,1837,2342,5356,5988,12494,11853,11213,10574,9300,8666,8034,7406,6162,5550,4947,4357,3787,5550,6162,6781,16445,12612,11977,8835,8216,7603,5810,5237,21679,9047,8444,7848,23706,23065,22425,21786,17332,11710,11099,9893,9300,8714,24459,23821,23184,21912,18117,17489,16863,16238,13763,13152,12545,11942,11344,10752,10167,24588,23954,18291,17669,17050,16432,15817,14597,13991,13391,12794,12204,11619,11042,10473,24734,24103,22218,18486,17871,17259,16649,16042,15439,14840,14245,13656,13072,12494,11362,24895,24269,23643,23020,22397,21776,21157,20540,19925,19312,18702,17489,16888,16290,15697,15108,14524,13946,13375,12811,12255,11710,23830,23211,21979,21366,20755,20146,19540,18937,18337,17741,17148,16560,15976,15398,14826,14260,13702,13152,20386,19787,19192,18600,18012,17429,16850,16277,15710,15150,14597,14052,20643,20052,19464,18881,18303,17729,17161,16598,16042,15494,14953,14422,20917,20334,19755,19181,18611,18047,17489,16938,16394,15857,21207,20632,20062,19497,18937,18383,17836,17295,16763,16238,19279,18199,17669,17148
54,8216,7603,5237,8034,7406,6162,3248,3248,3787,4357,4947,6624,5988,5356,4729,3498,2905,2342,1837,1299,1452,1837,2342,2905,4108,4729,5882,5237,4593,3951,2054,1452,919,650,1452,2054,2678,3951,4593,11042,10393,9743,9094,8444,7794,7145,6495,5846,5196,4547,1949,1299,650,0,650,1949,2598,3248,3897,4547,11061,10413,9765,9117,8469,6528,5882,2678,2054,650,919,1452,2054,2678,3312,12409,11764,11118,10473,9829,9186,8543,7902,6624,5356,4108,3498,2905,1299,1452,1837,4729,5356,13136,12494,11853,11213,9936,9300,8666,8034,6781,6162,5550,4947,4357,4947,5550,6162,17087,13248,12612,9457,8835,8216,6397,5810,22322,9656,9047,8444,24347,23706,23065,22425,17965,12324,11710,10494,9893,9300,25098,24459,23821,22547,18747,18117,17489,16863,14378,13763,13152,12545,11942,11344,10752,25223,24588,18915,18291,17669,17050,16432,15205,14597,13991,13391,12794,12204,11619,11042,25365,24734,22845,19103,18486,17871,17259,16649,16042,15439,14840,14245,13656,13072,11924,25523,24895,24269,23643,23020,22397,21776,21157,20540,19925,19312,18094,17489,16888,16290,15697,15108,14524,13946,13375,12811,12255,24451,23830,22594,21979,21366,20755,20146,19540,18937,18337,17741,17148,16560,15976,15398,14826,14260,13702,20987,20386,19787,19192,18600,18012,17429,16850,16277,15710,15150,14597,21237,20643,20052,19464,18881,18303,17729,17161,16598,16042,15494,14953,21503,20917,20334,19755,19181,18611,18047,17489,16938,16394,21786,21207,20632,20062,19497,18937,18383,17836,17295,16763,19829,18735,18199,17669
55,8835,8216,4684,8666,8034,6781,3787,2756,3248,3787,4357,7262,6624,5988,5356,4108,3498,2905,2342,1452,1299,1452,1837,2342,3498,4108,6528,5882,5237,4593,2678,2054,1452,919,919,1452,2054,3312,3951,11692,11042,10393,9743,9094,8444,7794,7145,6495,5846,5196,2598,1949,1299,650,0,1299,1949,2598,3248,3897,11710,11061,10413,9765,9117,7174,6528,3312,2678,919,650,919,1452,2054,2678,13056,12409,11764,11118,10473,9829,9186,8543,7262,5988,4729,4108,3498,1452,1299,1452,4108,4729,13779,13136,12494,11853,10574,9936,9300,8666,7406,6781,6162,5550,4947,4357,4947,5550,17729,13885,13248,10084,9457,8835,6996,6397,22965,10270,9656,9047,24988,24347,23706,23065,18600,12942,12324,11099,10494,9893,25737,25098,24459,23184,19378,18747,18117,17489,14996,14378,13763,13152,12545,11942,11344,25859,25223,19540,18915,18291,17669,17050,15817,15205,14597,13991,13391,12794,12204,11619,25998,25365,23473,19723,19103,18486,17871,17259,16649,16042,15439,14840,14245,13656,12494,26151,25523,24895,24269,23643,23020,22397,21776,21157,20540,19925,18702,18094,17489,16888,16290,15697,15108,14524,13946,13375,12811,25072,24451,23211,22594,21979,21366,20755,20146,19540,18937,18337,17741,17148,16560,15976,15398,14826,14260,21592,20987,20386,19787,19192,18600,18012,17429,16850,16277,15710,15150,21834,21237,20643,20052,19464,18881,18303,17729,17161,16598,16042,15494,22094,21503,20917,20334,19755,19181,18611,18047,17489,16938,22369,21786,21207,20632,20062,19497,18937,18383,17836,17295,20386,19279,18735,18199
56,10084,9457,3674,9936,9300,8034,4947,2054,2342,2756,3248,8543,7902,7262,6624,5356,4729,4108,3498,2342,1837,1452,1299,1452,2342,2905,7821,7174,6528,5882,3951,3312,2678,2054,919,650,919,2054,2678,12991,12341,11692,11042,10393,9743,9094,8444,7794,7145,6495,3897,3248,2598,1949,1299,0,650,1299,1949,2598,13007,12358,11710,11061,10413,8469,7821,4593,3951,2054,1452,919,650,919,1452,14349,13702,13056,12409,11764,11118,10473,9829,8543,7262,5988,5356,4729,2342,1837,1452,2905,3498,15066,14422,13779,13136,11853,11213,10574,9936,8666,8034,7406,6781,6162,3248,3787,4357,19015,15164,14524,11344,10712,10084,8216,7603,24251,11510,10888,10270,26272,25630,24988,24347,19872,14186,13563,12324,11710,11099,27016,26376,25737,24459,20643,20010,19378,18747,16238,15616,14996,14378,13763,13152,12545,27133,26496,20795,20167,19540,18915,18291,17050,16432,15817,15205,14597,13991,13391,12794,27265,26631,24734,20967,20344,19723,19103,18486,17871,17259,16649,16042,15439,14840,13656,27412,26781,26151,25523,24895,24269,23643,23020,22397,21776,21157,19925,19312,18702,18094,17489,16888,16290,15697,15108,14524,13946,26320,25696,24451,23830,23211,22594,21979,21366,20755,20146,19540,18937,18337,17741,17148,16560,15976,15398,22808,22199,21592,20987,20386,19787,19192,18600,18012,17429,16850,16277,23038,22435,21834,21237,20643,20052,19464,18881,18303,17729,17161,16598,23284,22687,22094,21503,20917,20334,19755,19181,18611,18047,23545,22955,22369,21786,21207,20632,20062,19497,18937,18383,21513,20386,19829,19279
57,10712,10084,3248,10574,9936,8666,5550,1949,2054,2342,2756,9186,8543,7902,7262,5988,5356,4729,4108,2905,2342,1837,1452,1299,1837,2342,8469,7821,7174,6528,4593,3951,3312,2678,1452,919,650,1452,2054,13640,12991,12341,11692,11042,10393,9743,9094,8444,7794,7145,4547,3897,3248,2598,1949,650,0,650,1299,1949,13656,13007,12358,11710,11061,9117,8469,5237,4593,2678,2054,1452,919,650,919,14996,14349,13702,13056,12409,11764,11118,10473,9186,7902,6624,5988,5356,2905,2342,1837,2342,2905,15710,15066,14422,13779,12494,11853,11213,10574,9300,8666,8034,7406,6781,2756,3248,3787,19659,15804,15164,11977,11344,10712,8835,8216,24895,12134,11510,10888,26915,26272,25630,24988,20509,14812,14186,12942,12324,11710,27657,27016,26376,25098,21277,20643,20010,19378,16863,16238,15616,14996,14378,13763,13152,27771,27133,21425,20795,20167,19540,18915,17669,17050,16432,15817,15205,14597,13991,13391,27900,27265,25365,21592,20967,20344,19723,19103,18486,17871,17259,16649,16042,15439,14245,28043,27412,26781,26151,25523,24895,24269,23643,23020,22397,21776,20540,19925,19312,18702,18094,17489,16888,16290,15697,15108,14524,26946,26320,25072,24451,23830,23211,22594,21979,21366,20755,20146,19540,18937,18337,17741,17148,16560,15976,23419,22808,22199,21592,20987,20386,19787,19192,18600,18012,17429,16850,23643,23038,22435,21834,21237,20643,20052,19464,18881,18303,17729,17161,23883,23284,22687,22094,21503,20917,20334,19755,19181,18611,24138,23545,22955,22369,21786,21207,20632,20062,19497,18937,22084,20947,20386,19829
58,11344,10712,2905,11213,10574,9300,6162,2054,1949,2054,2342,9829,9186,8543,7902,6624,5988,5356,4729,3498,2905,2342,1837,1452,1452,1837,9117,8469,7821,7174,5237,4593,3951,3312,2054,1452,919,919,1452,14290,13640,12991,12341,11692,11042,10393,9743,9094,8444,7794,5196,4547,3897,3248,2598,1299,650,0,650,1299,14305,13656,13007,12358,11710,9765,9117,5882,5237,3312,2678,2054,1452,919,650,15643,14996,14349,13702,13056,12409,11764,11118,9829,8543,7262,6624,5988,3498,2905,2342,1837,2342,16355,15710,15066,14422,13136,12494,11853,11213,9936,9300,8666,8034,7406,2342,2756,3248,20303,16445,15804,12612,11977,11344,9457,8835,25539,12761,12134,11510,27557,26915,26272,25630,21147,15439,14812,13563,12942,12324,28298,27657,27016,25737,21912,21277,20643,20010,17489,16863,16238,15616,14996,14378,13763,28409,27771,22056,21425,20795,20167,19540,18291,17669,17050,16432,15817,15205,14597,13991,28535,27900,25998,22218,21592,20967,20344,19723,19103,18486,17871,17259,16649,16042,14840,28675,28043,27412,26781,26151,25523,24895,24269,23643,23020,22397,21157,20540,19925,19312,18702,18094,17489,16888,16290,15697,15108,27573,26946,25696,25072,24451,23830,23211,22594,21979,21366,20755,20146,19540,18937,18337,17741,17148,16560,24033,23419,22808,22199,21592,20987,20386,19787,19192,18600,18012,17429,24251,23643,23038,22435,21834,21237,20643,20052,19464,18881,18303,17729,24485,23883,23284,22687,22094,21503,20917,20334,19755,19181,24734,24138,23545,22955,22369,21786,21207,20632,20062,19497,22659,21513,20947,20386
59,11977,11344,2678,11853,11213,9936,6781,2342,2054,1949,2054,10473,9829,9186,8543,7262,6624,5988,5356,4108,3498,2905,2342,1837,1299,1452,9765,9117,8469,7821,5882,5237,4593,3951,2678,2054,1452,650,919,14939,14290,13640,12991,12341,11692,11042,10393,9743,9094,8444,5846,5196,4547,3897,3248,1949,1299,650,0,650,14953,14305,13656,13007,12358,10413,9765,6528,5882,3951,3312,2678,2054,1452,919,16290,15643,14996,14349,13702,13056,12409,11764,10473,9186,7902,7262,6624,4108,3498,2905,1452,1837,17000,16355,15710,15066,13779,13136,12494,11853,10574,9936,9300,8666,8034,2054,2342,2756,20947,17087,16445,13248,12612,11977,10084,9457,26184,13391,12761,12134,28201,27557,26915,26272,21786,16069,15439,14186,13563,12942,28939,28298,27657,26376,22547,21912,21277,20643,18117,17489,16863,16238,15616,14996,14378,29048,28409,22687,22056,21425,20795,20167,18915,18291,17669,17050,16432,15817,15205,14597,29171,28535,26631,22845,22218,21592,20967,20344,19723,19103,18486,17871,17259,16649,15439,29308,28675,28043,27412,26781,26151,25523,24895,24269,23643,23020,21776,21157,20540,19925,19312,18702,18094,17489,16888,16290,15697,28201,27573,26320,25696,25072,24451,23830,23211,22594,21979,21366,20755,20146,19540,18937,18337,17741,17148,24648,24033,23419,22808,22199,21592,20987,20386,19787,19192,18600,18012,24861,24251,23643,23038,22435,21834,21237,20643,20052,19464,18881,18303,25089,24485,23883,23284,22687,22094,21503,20917,20334,19755,25332,24734,24138,23545,22955,22369,21786,21207,20632,20062,23239,22084,21513,20947
60,12612,11977,2598,12494,11853,10574,7406,2756,2342,2054,1949,11118,10473,9829,9186,7902,7262,6624,5988,4729,4108,3498,2905,2342,1452,1299,10413,9765,9117,8469,6528,5882,5237,4593,3312,2678,2054,919,650,15589,14939,14290,13640,12991,12341,11692,11042,10393,9743,9094,6495,5846,5196,4547,3897,2598,1949,1299,650,0,15602,14953,14305,13656,13007,11061,10413,7174,6528,4593,3951,3312,2678,2054,1452,16938,16290,15643,14996,14349,13702,13056,12409,11118,9829,8543,7902,7262,4729,4108,3498,1299,1452,17645,17000,16355,15710,14422,13779,13136,12494,11213,10574,9936,9300,8666,1949,2054,2342,21592,17729,17087,13885,13248,12612,10712,10084,26828,14022,13391,12761,28844,28201,27557,26915,22425,16700,16069,14812,14186,13563,29581,28939,28298,27016,23184,22547,21912,21277,18747,18117,17489,16863,16238,15616,14996,29687,29048,23320,22687,22056,21425,20795,19540,18915,18291,17669,17050,16432,15817,15205,29808,29171,27265,23473,22845,22218,21592,20967,20344,19723,19103,18486,17871,17259,16042,29942,29308,28675,28043,27412,26781,26151,25523,24895,24269,23643,22397,21776,21157,20540,19925,19312,18702,18094,17489,16888,16290,28829,28201,26946,26320,25696,25072,24451,23830,23211,22594,21979,21366,20755,20146,19540,18937,18337,17741,25265,24648,24033,23419,22808,22199,21592,20987,20386,19787,19192,18600,25473,24861,24251,23643,23038,22435,21834,21237,20643,20052,19464,18881,25696,25089,24485,23883,23284,22687,22094,21503,20917,20334,25933,25332,24734,24138,23545,22955,22369,21786,21207,20632,23821,22659,22084,21513
61,4593,5073,15924,4159,4684,5810,8835,13885,14524,15164,15804,4947,5550,6162,6781,8034,8666,9300,9936,11213,11853,12494,13136,13779,15066,15710,5356,5988,6624,7262,9186,9829,10473,11118,12409,13056,13702,14996,15643,650,919,1452,2054,2678,3312,3951,4593,5237,5882,6528,9117,9765,10413,11061,11710,13007,13656,14305,14953,15602,0,650,1299,1949,2598,4547,5196,8444,9094,11042,11692,12341,12991,13640,14290,1452,919,650,919,1452,2054,2678,3312,4593,5882,7174,7821,8469,11061,11710,12358,15602,16251,2342,1837,1452,1299,1837,2342,2905,3498,4729,5356,5988,6624,7262,15643,16290,16938,6162,2756,2342,2756,3248,3787,5550,6162,11344,3248,3674,4159,13391,12761,12134,11510,7262,3312,3248,3498,3787,4159,14186,13563,12942,11710,8139,7575,7026,6495,4684,4357,4108,3951,3897,3951,4108,14378,13763,8469,7929,7406,6905,6430,5588,5237,4947,4729,4593,4547,4593,4729,14597,13991,12204,8835,8318,7821,7349,6905,6495,6128,5810,5550,5356,5237,5237,14840,14245,13656,13072,12494,11924,11362,10810,10270,9743,9232,8267,7821,7406,7026,6687,6397,6162,5988,5882,5846,5882,13946,13375,12255,11710,11175,10653,10146,9656,9186,8739,8318,7929,7575,7262,6996,6781,6624,6528,11061,10574,10104,9656,9232,8835,8469,8139,7848,7603,7406,7262,11491,11023,10574,10146,9743,9368,9024,8714,8444,8216,8034,7902,11942,11491,11061,10653,10270,9915,9590,9300,9047,8835,12409,11977,11565,11175,10810,10473,10167,9893,9656,9457,11362,10752,10494,10270
62,4159,4593,15288,3674,4159,5237,8216,13248,13885,14524,15164,4357,4947,5550,6162,7406,8034,8666,9300,10574,11213,11853,12494,13136,14422,15066,4729,5356,5988,6624,8543,9186,9829,10473,11764,12409,13056,14349,14996,919,650,919,1452,2054,2678,3312,3951,4593,5237,5882,8469,9117,9765,10413,11061,12358,13007,13656,14305,14953,650,0,650,1299,1949,3897,4547,7794,8444,10393,11042,11692,12341,12991,13640,2054,1452,919,650,919,1452,2054,2678,3951,5237,6528,7174,7821,10413,11061,11710,14953,15602,2905,2342,1837,1452,1452,1837,2342,2905,4108,4729,5356,5988,6624,14996,15643,16290,6781,3248,2756,2342,2756,3248,4947,5550,11977,2905,3248,3674,14022,13391,12761,12134,7848,3498,3312,3312,3498,3787,14812,14186,13563,12324,8714,8139,7575,7026,5073,4684,4357,4108,3951,3897,3951,14996,14378,9024,8469,7929,7406,6905,5988,5588,5237,4947,4729,4593,4547,4593,15205,14597,12794,9368,8835,8318,7821,7349,6905,6495,6128,5810,5550,5356,5196,15439,14840,14245,13656,13072,12494,11924,11362,10810,10270,9743,8739,8267,7821,7406,7026,6687,6397,6162,5988,5882,5846,14524,13946,12811,12255,11710,11175,10653,10146,9656,9186,8739,8318,7929,7575,7262,6996,6781,6624,11565,11061,10574,10104,9656,9232,8835,8469,8139,7848,7603,7406,11977,11491,11023,10574,10146,9743,9368,9024,8714,8444,8216,8034,12409,11942,11491,11061,10653,10270,9915,9590,9300,9047,12860,12409,11977,11565,11175,10810,10473,10167,9893,9656,11710,11042,10752,10494
