Group,Population,X,Y
166,162,28893.766922828218,10155.325176739663
167,178,28811.08225842093,10486.76799834991
168,100,29109.8794412,10664.045992380896
169,112,28678.565183922216,11768.186604603356
170,170,28910.684322041456,11762.42735441348
171,266,28899.318433184388,11541.091380453923
172,158,27255.415134226325,11764.756165889718
173,253,24539.59913835574,10912.02376790001
174,158,21897.988193331592,11154.291002468586
175,162,21808.93381775129,11537.806999304048
176,191,19585.75759400435,10609.191343612898
177,295,19556.435923615507,10948.672853554572
178,224,17268.81534394075,11752.639873121718
179,369,17037.78902599214,12081.70754477794
180,91,7864.794856609092,4892.412554501963
181,216,7267.127139200002,4834.205957124622
182,266,6654.678627418762,4929.821920766315
183,120,6301.06903490691,5006.198321806169
184,166,6253.9800575250065,5417.548680047616
185,87,6949.088013747617,4800.127166190584
186,212,1409.7655433274574,5873.657127675045
187,133,179.14447801250572,4342.141496547434
188,125,0,4106.04919504761
189,104,2.8769136600045044,4701.837940247673
190,203,13422.22048610817,8247.257098435432
191,154,13962.265425781095,8661.53925607464
192,116,13407.68998523572,8632.284019761963
193,220,13571.590828284916,8721.969752443705
194,266,13759.536729621886,8903.818859985122
195,174,14590.666744271432,9145.110905714157
196,291,13730.212181328576,9105.829041476089
197,365,14067.795325700004,9257.247632343096
198,178,13804.924739676757,9340.360023466126
199,328,13945.246657396214,9582.936658034923
200,270,14476.68244606923,9757.515504432344
201,133,14060.803314793757,9751.099471235291
202,112,20098.466213181495,7883.034221640053
203,95,19855.492040700017,7812.362360786778
204,158,19547.97503756843,8418.663508521284
205,245,10378.62083120848,1460.3284107426075
206,328,10612.29102875064,1696.6973871489436
207,100,10712.417452866668,1926.343226130852
208,270,10819.356966223078,1793.480770586019
209,137,10941.200282184858,1884.6696105626336
210,174,11055.908538366675,1878.909241190402
211,378,10529.9084718099,1906.7720347619495
212,141,10405.44699599412,2048.0554190475564
213,183,10330.264832450006,2100.212128138365
214,216,11444.832112257698,2156.794439624533
215,133,9800.714323325004,2240.6154381098986
216,560,10567.06606844075,2176.079352751323
217,83,9677.232098000008,2255.8046675475493
218,154,11050.594992537846,2087.4960409394266
219,133,10390.5037400125,2270.4980159227216
220,237,10040.66931661229,2168.650725714246
221,162,10221.5785731359,2252.9560249450483
222,125,9729.864102699998,2371.0572860475186
223,141,10428.639593758831,2358.1435034593637
224,428,9963.544766233988,2344.6162785621955
225,257,11021.668399038716,2394.424438241184
226,104,11234.58885854,2319.7830502474485
227,303,10830.541435220555,2236.5659863079018
228,166,9951.44126687501,2454.9346382976687
229,336,10131.947224008649,2418.985044109315
230,178,10005.09290081629,2521.8861341638367
231,125,10603.058688733336,2461.3222267142987
232,170,11298.615857504888,2579.6936251453053
233,104,11640.65342006001,2309.7305466474027
234,83,10952.891494399995,2558.064445047378
235,228,10383.284687772732,2573.1120705021553
236,170,11248.45523811464,2864.8207288036983
237,108,11108.286895584622,2775.2879144322305
238,162,11682.98226867436,2782.715296996307
239,91,11486.08283074546,2810.147945865888
240,208,10812.377114180004,2854.406927047576
241,129,11877.167387312902,2907.929547434498
242,145,10332.35173538572,2980.4446341906455
243,129,11721.268763570975,2987.6718542090407
244,116,11026.853216092864,3095.561576190316
245,158,11839.169241621055,3209.0202516793697
246,141,10458.15977914118,3086.041249341744
247,220,11253.281983435858,3087.8062118777866
248,137,12603.339538487884,3158.4000675326447
249,95,10235.923594656528,3400.545932091175
250,228,11667.06171979091,3234.964611047558
251,270,11514.096409915392,3146.412957816761
252,87,11700.8040241762,3438.240279523833
253,137,10483.262228700009,3378.1393193506447
254,104,10914.165431420006,3779.2238122476074
255,100,11495.307260741669,3545.934509047573
256,145,11948.888276328584,3649.752466476088
257,129,11774.677934280642,3678.525126789372
258,162,12727.887267853854,3886.424431611548
259,112,11256.721957996298,3674.769166455008
260,137,11062.431533881832,3546.1396187446626
261,133,12389.409246450006,3787.3987356101807
262,199,11502.829719116671,3834.45577571428
263,237,11347.470572489492,3588.114229573922
264,174,11645.602521247623,3905.751277142781
265,125,12623.019628600005,4008.802418380994
266,116,11248.82603152144,3940.405884047416
267,125,11373.459192333345,3936.047823047656
268,133,11168.495300293744,4051.227462797595
269,141,12540.284587641188,4121.703451988973
270,158,742.7048140157942,3309.1302743107944
271,199,10141.2434892,361.52347092267814
272,112,10504.353482366674,381.14721793659703
273,112,10688.46820195926,485.1465901586783
274,120,10320.049875044831,728.3592918060127
275,195,10971.19385655106,907.7153171327062
276,166,11356.039742150017,1406.8990787975204
277,162,10841.46754526411,1194.2718326373251
278,415,10965.747479380005,1475.3947732475203
279,158,10848.4249117,1377.5881127316484
280,120,8390.021750148284,912.9835442202152
281,154,8145.17984842974,1005.036430669191
282,95,7808.260570004346,1105.7547155693674
283,228,7180.152903227282,1352.0138175930329
284,324,12320.114415430771,7998.919475714298
285,162,11659.68813541795,7746.53805238102
286,199,11771.689350991664,7526.929247589194
287,237,11906.489466156145,7677.006178521278
288,112,5803.153317625935,731.5400094180096
289,129,6081.808011183871,829.7521206605035
290,282,5454.264470479421,637.7021583123145
291,212,5662.4500817784365,1034.2719729692212
292,282,6717.408872450003,1000.2550269887412
293,116,6287.885324235721,1250.8285851190308
294,104,6906.240893379998,1313.99655744763
295,149,6304.0236380889,1358.850515436492
296,208,6771.131348080005,1318.160035647656
297,104,5405.283659700008,1323.0364866475938
298,187,5181.208260611114,1257.7675828253405
299,261,6396.6638924142935,1547.0129020634804
300,170,6912.832234943915,1480.1025980719246
301,124,5580.467766500003,1581.2919633809656
302,145,6551.104073671435,1502.6722364762709
303,95,6751.25569056957,1611.6093768737092
304,104,6300.581920900008,1626.8953986477286
305,141,5246.688726347066,1767.781136694612
306,224,6022.0750883481505,1531.9209531215783
307,108,5135.748930430772,1723.442616739815
308,141,5757.662847876473,1909.7872484592351
309,112,5245.5636010333365,2043.887426084519
310,166,5475.065915225004,1970.78624704752
311,100,5550.770755200011,2286.560200297773
312,162,5104.72926128975,2272.880825201411
313,108,4911.693611700005,2511.240488662889
314,87,5370.284921319054,2457.7875390475883
315,154,5107.536126402708,2582.1318598582916
316,191,5483.814256917398,2784.0975660040017
