scale,theta2,method,n_particles_final,alpha,p_acc_min,n_reps,n_workers,n_sim_total,epsilon,warmup_sec,wall_sec,package_computime_sec,started_at,finished_at
Raster550,1,Lenormand (EasyABC::ABC_sequential),50,0.5,0.15,2,6,900,0.018799132965341827,0.1,2731.9,2731.9,2026-08-22 15:42:47,2026-08-22 16:28:19
