Group,Population,X,Y
107,276,6158.968019859424,111.18422701849175
108,96,5666.434296783339,222.4654232142825
109,84,5299.911598509534,285.07272428557985
110,340,5651.8015297705915,276.7589248122715
111,124,9146.177558054853,1123.801344209026
112,152,10082.159180278955,1197.6608345739328
113,136,9528.223621288238,1127.876468459392
114,136,10721.89053958236,1394.2381390474256
115,156,8771.443939443589,1633.8424713552654
116,84,11715.152663414285,1534.814483809329
117,192,10782.605011783337,1518.037430506
118,116,10626.3265847,1488.8502762887674
119,120,8466.196075266667,1639.903176714125
120,452,11048.907709018597,1745.3303420564189
121,164,9369.410331504883,1395.7355790475426
122,132,11890.019236033337,1792.2786026839008
123,156,8870.965387341017,2062.9624336629618
124,176,11856.819417290908,4119.828356092864
125,84,12561.56470589048,4256.226079047525
126,96,12369.75288878334,4213.871448630811
127,220,12037.714915336366,4390.524396502211
128,168,11685.784296985716,4560.373217857088
129,176,14280.127921086369,4599.110732229453
130,124,12781.069716183874,4764.210462595973
131,296,12349.691793686488,4660.459866480043
132,376,11857.464145082982,4800.356002664493
133,92,12318.291706308692,4916.578443395186
134,176,12604.651276404556,4836.550147911136
135,92,13370.29559774348,5055.416426873857
136,248,11589.886197264515,5214.428377273438
137,96,12413.43107911667,5089.745738214148
138,192,12551.854013512502,5132.675058839294
139,284,13067.947969347902,5176.328689047581
140,132,13072.073564518196,5427.087006623474
141,180,13889.227823833337,5297.051444380913
142,212,13404.006208869818,5376.731742066451
143,392,14565.489921842864,5168.643014251641
144,104,13254.94614043078,5662.3491171246715
145,180,16371.672365055554,7212.99734349207
146,88,15806.717730790908,7533.043987229535
147,80,15774.773973199999,7630.244946547522
148,136,15527.384674170591,7578.815820518198
149,144,16099.128525172231,7458.228058491996
150,120,16517.047612766662,7987.490838380922
151,360,16198.306940988889,6641.145759047503
152,120,19413.111881766676,8140.787121381007
153,148,18866.08004467298,7701.841856615112
154,316,19427.439950763302,7881.439121579137
155,80,23981.76033045001,10052.744166047516
156,172,23702.683457793035,10029.618249512769
157,148,23252.80628659189,9862.150690939476
158,88,25059.912239699992,9305.286880411022
159,108,24841.13016010743,9311.037147195862
160,164,24507.881211651227,9764.981558803614
161,224,24906.67161355715,9113.431913511806
162,144,26006.730244977785,8886.546301547549
163,128,26679.481771575003,9358.265941547515
164,172,26992.105330653492,9487.351785559284
165,132,29208.02985288182,10980.480248744612
166,156,28893.766922828218,10155.325176739663
167,172,28811.08225842093,10486.76799834991
168,96,29109.8794412,10664.045992380896
169,108,28678.565183922216,11768.186604603356
170,164,28910.684322041456,11762.42735441348
171,256,28899.318433184388,11541.091380453923
172,152,27255.415134226325,11764.756165889718
173,244,24539.59913835574,10912.02376790001
174,152,21897.988193331592,11154.291002468586
175,156,21808.93381775129,11537.806999304048
176,184,19585.75759400435,10609.191343612898
177,284,19556.435923615507,10948.672853554572
178,216,17268.81534394075,11752.639873121718
179,356,17037.78902599214,12081.70754477794
180,88,7864.794856609092,4892.412554501963
181,208,7267.127139200002,4834.205957124622
182,256,6654.678627418762,4929.821920766315
183,116,6301.06903490691,5006.198321806169
184,160,6253.9800575250065,5417.548680047616
185,84,6949.088013747617,4800.127166190584
186,204,1409.7655433274574,5873.657127675045
187,128,179.14447801250572,4342.141496547434
188,120,0,4106.04919504761
189,100,2.8769136600045044,4701.837940247673
190,196,13422.22048610817,8247.257098435432
191,148,13962.265425781095,8661.53925607464
192,112,13407.68998523572,8632.284019761963
193,212,13571.590828284916,8721.969752443705
194,256,13759.536729621886,8903.818859985122
195,168,14590.666744271432,9145.110905714157
196,280,13730.212181328576,9105.829041476089
197,352,14067.795325700004,9257.247632343096
198,172,13804.924739676757,9340.360023466126
199,316,13945.246657396214,9582.936658034923
200,260,14476.68244606923,9757.515504432344
201,128,14060.803314793757,9751.099471235291
202,108,20098.466213181495,7883.034221640053
203,92,19855.492040700017,7812.362360786778
204,152,19547.97503756843,8418.663508521284
205,236,10378.62083120848,1460.3284107426075
206,316,10612.29102875064,1696.6973871489436
207,96,10712.417452866668,1926.343226130852
208,260,10819.356966223078,1793.480770586019
209,132,10941.200282184858,1884.6696105626336
210,168,11055.908538366675,1878.909241190402
211,364,10529.9084718099,1906.7720347619495
212,136,10405.44699599412,2048.0554190475564
213,176,10330.264832450006,2100.212128138365
214,208,11444.832112257698,2156.794439624533
215,128,9800.714323325004,2240.6154381098986
216,540,10567.06606844075,2176.079352751323
217,80,9677.232098000008,2255.8046675475493
218,148,11050.594992537846,2087.4960409394266
219,128,10390.5037400125,2270.4980159227216
220,228,10040.66931661229,2168.650725714246
221,156,10221.5785731359,2252.9560249450483
222,120,9729.864102699998,2371.0572860475186
223,136,10428.639593758831,2358.1435034593637
224,412,9963.544766233988,2344.6162785621955
225,248,11021.668399038716,2394.424438241184
226,100,11234.58885854,2319.7830502474485
227,292,10830.541435220555,2236.5659863079018
228,160,9951.44126687501,2454.9346382976687
229,324,10131.947224008649,2418.985044109315
230,172,10005.09290081629,2521.8861341638367
231,120,10603.058688733336,2461.3222267142987
232,164,11298.615857504888,2579.6936251453053
233,100,11640.65342006001,2309.7305466474027
234,80,10952.891494399995,2558.064445047378
235,220,10383.284687772732,2573.1120705021553
236,164,11248.45523811464,2864.8207288036983
237,104,11108.286895584622,2775.2879144322305
238,156,11682.98226867436,2782.715296996307
239,88,11486.08283074546,2810.147945865888
240,200,10812.377114180004,2854.406927047576
241,124,11877.167387312902,2907.929547434498
242,140,10332.35173538572,2980.4446341906455
243,124,11721.268763570975,2987.6718542090407
244,112,11026.853216092864,3095.561576190316
245,152,11839.169241621055,3209.0202516793697
246,136,10458.15977914118,3086.041249341744
247,212,11253.281983435858,3087.8062118777866
248,132,12603.339538487884,3158.4000675326447
249,92,10235.923594656528,3400.545932091175
250,220,11667.06171979091,3234.964611047558
251,260,11514.096409915392,3146.412957816761
252,84,11700.8040241762,3438.240279523833
253,132,10483.262228700009,3378.1393193506447
254,100,10914.165431420006,3779.2238122476074
255,96,11495.307260741669,3545.934509047573
256,140,11948.888276328584,3649.752466476088
257,124,11774.677934280642,3678.525126789372
258,156,12727.887267853854,3886.424431611548
259,108,11256.721957996298,3674.769166455008
260,132,11062.431533881832,3546.1396187446626
261,128,12389.409246450006,3787.3987356101807
262,192,11502.829719116671,3834.45577571428
263,228,11347.470572489492,3588.114229573922
264,168,11645.602521247623,3905.751277142781
265,120,12623.019628600005,4008.802418380994
266,112,11248.82603152144,3940.405884047416
267,120,11373.459192333345,3936.047823047656
268,128,11168.495300293744,4051.227462797595
269,136,12540.284587641188,4121.703451988973
270,152,742.7048140157942,3309.1302743107944
271,192,10141.2434892,361.52347092267814
272,108,10504.353482366674,381.14721793659703
273,108,10688.46820195926,485.1465901586783
274,116,10320.049875044831,728.3592918060127
275,188,10971.19385655106,907.7153171327062
276,160,11356.039742150017,1406.8990787975204
277,156,10841.46754526411,1194.2718326373251
278,400,10965.747479380005,1475.3947732475203
279,152,10848.4249117,1377.5881127316484
280,116,8390.021750148284,912.9835442202152
281,148,8145.17984842974,1005.036430669191
282,92,7808.260570004346,1105.7547155693674
283,220,7180.152903227282,1352.0138175930329
284,312,12320.114415430771,7998.919475714298
285,156,11659.68813541795,7746.53805238102
286,192,11771.689350991664,7526.929247589194
287,228,11906.489466156145,7677.006178521278
288,108,5803.153317625935,731.5400094180096
289,124,6081.808011183871,829.7521206605035
290,272,5454.264470479421,637.7021583123145
291,204,5662.4500817784365,1034.2719729692212
292,272,6717.408872450003,1000.2550269887412
293,112,6287.885324235721,1250.8285851190308
294,100,6906.240893379998,1313.99655744763
295,144,6304.0236380889,1358.850515436492
296,200,6771.131348080005,1318.160035647656
297,100,5405.283659700008,1323.0364866475938
298,180,5181.208260611114,1257.7675828253405
299,252,6396.6638924142935,1547.0129020634804
300,164,6912.832234943915,1480.1025980719246
301,120,5580.467766500003,1581.2919633809656
302,140,6551.104073671435,1502.6722364762709
303,92,6751.25569056957,1611.6093768737092
304,100,6300.581920900008,1626.8953986477286
305,136,5246.688726347066,1767.781136694612
306,216,6022.0750883481505,1531.9209531215783
307,104,5135.748930430772,1723.442616739815
308,136,5757.662847876473,1909.7872484592351
309,108,5245.5636010333365,2043.887426084519
310,160,5475.065915225004,1970.78624704752
311,96,5550.770755200011,2286.560200297773
312,156,5104.72926128975,2272.880825201411
313,104,4911.693611700005,2511.240488662889
314,84,5370.284921319054,2457.7875390475883
315,148,5107.536126402708,2582.1318598582916
316,184,5483.814256917398,2784.0975660040017
