Group,Population,X,Y
1,108,29595.81767325556,8482.087408306757
2,576,29571.68714555417,8143.831334117031
3,148,9320.485154429733,3850.7100020205025
4,260,9540.154307330768,3825.6483047398706
5,80,9851.298228749994,3937.415717547684
6,232,10271.907423889656,4080.167133530279
7,180,7953.236550833339,2231.4869954920655
8,208,6165.011819853853,2039.798253278395
9,96,5921.264545116673,1984.3204602975889
10,168,7165.872840580953,1848.1041892856983
11,132,6704.686780366679,2103.4304948052177
12,132,7102.249588881827,2197.5323296536276
13,144,8516.913645283335,1821.457724325263
14,112,8448.710775271433,2031.617689047652
15,124,8594.025080183872,2255.679871950725
16,104,8860.313495276929,2412.0856902016935
17,120,9342.27604516666,2499.34551004763
18,308,8419.637038570134,2662.0201572293813
19,236,9517.26854561526,2853.0944780306972
20,104,9097.258725623084,2590.384095970545
21,80,9219.81936860002,2699.00489954736
22,308,8935.896820401307,2733.006093982591
23,104,9124.272916700009,3049.8603513552484
24,180,8934.034880100011,3087.100265936406
25,100,9695.225860780009,3196.451563047561
26,148,9264.944260700016,3116.4620101287233
27,176,9534.800690790917,3313.4477151837464
28,144,9775.521958838894,3322.717432658661
29,204,9390.061699778438,3385.37505728285
30,96,9832.065304033353,3557.5488590475816
31,156,10102.02098252053,3426.5857475089806
32,184,9582.827494482604,3645.231018830141
33,156,9170.676519520512,3491.1909598169213
34,284,9332.583985361976,3630.896255385563
35,120,9663.884218866664,3612.342433714139
36,96,10004.552980408327,3626.6957236309095
37,240,9975.525707016674,3208.6265425475494
38,80,7318.244388550008,1472.838760047424
39,112,6971.062762807148,2017.249936547707
40,108,25494.871185107422,11135.251255714222
41,84,26683.64653979523,10140.10889761904
42,80,26597.778217500007,10345.755588547345
43,192,26574.69029261667,10542.12186738103
44,152,26872.427968989497,10738.086063521216
45,112,18475.307819342856,7723.124280476255
46,164,18307.496866578047,8261.792519291554
47,192,18312.90486742916,8769.10777175589
48,96,18256.728981575,8942.77459863111
49,312,18291.367098648716,9132.950206739904
50,148,18329.95329215946,9582.975570939378
51,80,17617.60647060002,9798.689186047592
52,108,18329.059307774096,9822.046552751272
53,224,18026.779568360707,9828.559746904808
54,100,18245.361153059992,9945.01188104758
55,152,18634.534124410533,10020.154794573871
56,116,18502.07139542414,9765.880049392548
57,80,22645.513745200016,9553.68578704737
58,168,27946.896687461915,9620.457234761943
59,156,16118.360351033349,9884.79570058607
60,168,16752.91796377143,10056.276760714172
61,164,15368.42126026098,9704.957921242578
62,96,22317.928629908343,9189.435054881063
63,100,15903.882088500004,9828.334746247549
64,216,21970.923149866667,8864.477045343834
65,104,15522.019729776925,8523.602833278337
66,344,15246.805673281397,8759.481545675517
67,156,15740.489893238468,8712.102034432171
68,284,15454.995246361965,8722.983525244821
69,172,16124.14485560697,8745.264482070663
70,108,14933.890316922229,9155.926659417984
71,136,16564.306290670593,8203.006605518298
72,144,16011.32217456111,8411.294628214202
73,144,9907.495659950006,3819.8164282144226
74,144,10912.339849227788,4044.462346269705
75,80,10361.918785349995,4252.956232047564
76,120,11527.956573133337,4294.313160047698
77,220,11195.49574360909,4293.8789426838985
78,92,10743.007300178248,4491.44958904755
79,88,10467.98653179092,4482.448361320405
80,84,10605.723166271431,4856.000582857235
81,144,15487.762344227776,6183.693696547618
82,140,8506.318370414296,3533.4007867620107
83,452,8681.8084084876209,3246.312242587426
84,80,8607.68395260002,4316.134963547456
85,232,8223.421993096563,4360.9302418061425
86,144,8246.391117283347,3448.1457087698777
87,108,8485.272699922234,3760.218944973614
88,92,8658.658242221736,3746.730687743184
89,152,8689.518923884214,4012.400379837087
90,136,8799.387106317665,4467.699433165357
91,192,4063.9852344291658,3102.975861964354
92,200,4491.008600340005,2804.2088744475127
93,124,2491.707432538719,3678.4341161444
94,232,3520.8215903379355,3001.5573461166214
95,252,2285.042523223813,3566.334239365001
96,176,6296.897424836372,427.0003558657902
97,96,6455.263885116673,548.4624019641141
98,188,412.7232573808566,3675.410847983821
99,216,202.54807349630624,3776.6195816401705
100,96,438.8099313666704,3565.8873311310253
101,104,1535.4409954692348,3072.5516755860335
102,92,2773.0627331347873,3573.2311264388763
103,140,2958.137590157145,3204.521889619015
104,84,6239.480383033336,0
105,140,5787.523749071437,72.42518104747643
106,164,6384.018311456098,53.272716608543135
