Coverage,KillProb,FullSterProb,PartSterProb,SterDuration,PartSterMagnitude,MinAge,StartYear, NumRounds, YearsBetweenRounds,NumSims
0.7,0.55,0.45,0,100,0.5,2,2016,5,1,50
