Sim	T1	W	k	Antigen_2016	MF_2016
39	0.007361111820209772	0.12156507968902588	0.19284416225273163	7.9775798525798525	2.142199017199017
39	0.007361111820209772	0.12156507968902588	0.19284416225273163	8.60545524394929	2.2550902804456396
39	0.007361111820209772	0.12156507968902588	0.19284416225273163	8.343885499405241	2.1699090595142168
40	0.006664429670199752	0.6887415897101165	0.10322111940477043	10.279158699808795	3.8355640535372846
40	0.006664429670199752	0.6887415897101165	0.10322111940477043	10.630327586865945	3.9237796720308857
40	0.006664429670199752	0.6887415897101165	0.10322111940477043	10.21172763602828	3.7695972948047953
40	0.006664429670199752	0.6887415897101165	0.10322111940477043	10.382743956170263	3.997931113750431
40	0.006664429670199752	0.6887415897101165	0.10322111940477043	11.584722515298585	4.577106792764105
41	0.005207574951928109	0.3402000691741705	0.09776198607869446	8.662701458173446	2.8779739063699155
41	0.005207574951928109	0.3402000691741705	0.09776198607869446	8.049821243224542	2.477607350171068
41	0.005207574951928109	0.3402000691741705	0.09776198607869446	8.821495793800176	2.894403257404064
41	0.005207574951928109	0.3402000691741705	0.09776198607869446	8.834388690145964	3.043636294071509
41	0.005207574951928109	0.3402000691741705	0.09776198607869446	7.631291552507041	2.552066369053321
42	0.002222596686333418	0.43565053604543214	0.13561465060338376	3.6205772990378344	0.26449955916740137
42	0.002222596686333418	0.43565053604543214	0.13561465060338376	3.780581039755352	0.37079510703363916
42	0.002222596686333418	0.43565053604543214	0.13561465060338376	3.4182447370950686	0.19801980198019803
42	0.002222596686333418	0.43565053604543214	0.13561465060338376	3.720751822017645	0.3394706559263521
42	0.002222596686333418	0.43565053604543214	0.13561465060338376	3.5722494636837263	0.27773521299417714
43	0.007874904521740974	0.5387610629200935	0.1639266357058659	10.98061005518087	3.165236051502146
43	0.007874904521740974	0.5387610629200935	0.1639266357058659	11.264135085574573	3.43635391198044
43	0.007874904521740974	0.5387610629200935	0.1639266357058659	10.391350110037317	3.2743278155200457
43	0.007874904521740974	0.5387610629200935	0.1639266357058659	10.45018845543077	2.8717929094839953
43	0.007874904521740974	0.5387610629200935	0.1639266357058659	10.595530640454616	2.998771310090616
44	0.008469374536070972	0.29361621029675006	0.022778050694614648	8.221518379882905	5.1655629139072845
44	0.008469374536070972	0.29361621029675006	0.022778050694614648	7.862707377002343	4.958000799984762
44	0.008469374536070972	0.29361621029675006	0.022778050694614648	8.114266020793046	5.052748473070516
44	0.008469374536070972	0.29361621029675006	0.022778050694614648	8.049340218014917	5.079365079365079
44	0.008469374536070972	0.29361621029675006	0.022778050694614648	8.34623396976473	5.324618236721901
45	0.002205543196760118	0.7189485933631659	0.006407661829143763	3.1697263463226593	1.1564444105186824
45	0.002205543196760118	0.7189485933631659	0.006407661829143763	3.310074390173577	1.2955808007996463
45	0.002205543196760118	0.7189485933631659	0.006407661829143763	3.499894581488509	1.360857148333429
45	0.002205543196760118	0.7189485933631659	0.006407661829143763	3.4056382446828968	1.3114880196915504
45	0.002205543196760118	0.7189485933631659	0.006407661829143763	3.4499364333320495	1.402319220248873
