ANT,MF,ICC,Sim,T1,W,k,ICC10
7.1533144307926095,1.7271733288856765,0.49524066011935763,1,0.011268323008858409,0.4606864697818612,0.5635994811190042,0.6876729329200393
6.363317130870312,1.3861422736429667,0.4219392269719444,1,0.011268323008858409,0.4606864697818612,0.5635994811190042,0.6876729329200393
2.3727622429353454,0.020343246042313953,0.16503409625020155,2,0.001345602294869087,0.7550037036279149,0.32084170479678426,0.6480706705475924
2.385033637452769,0.02580407335729426,0.11254263169224608,2,0.001345602294869087,0.7550037036279149,0.32084170479678426,0.6480706705475924
4.595181965522322,0.49911595697657285,0.3763688985462818,3,0.00619042106615556,0.6403635053885192,0.5013288897081299,0.6092839466713046
4.630996309963099,0.61070110701107,0.31642773293755677,3,0.00619042106615556,0.6403635053885192,0.5013288897081299,0.6092839466713046
8.321170580301883,1.9398821290668242,0.33430822582886244,4,0.008629128675642138,0.7209864578128755,0.3077261602801833,0.4529250032288024
7.045479735471238,1.5332323493553035,0.37375974705178006,4,0.008629128675642138,0.7209864578128755,0.3077261602801833,0.4529250032288024
2.2981504042529624,0.0313803669657031,0.300078003430179,5,0.001951849591216239,0.5730242526133184,0.5520133582686024,0.8072960994014491
2.2584576746934553,0.04247303885359728,0.32149509660790154,5,0.001951849591216239,0.5730242526133184,0.5520133582686024,0.8072960994014491
7.034262830020765,2.4491990507267873,0.5257017167613282,6,0.014823220641871424,0.03186998726542978,0.65606980801153,0.5881690109472616
6.581866587782873,2.6087117290341664,0.5144179050554231,6,0.014823220641871424,0.03186998726542978,0.65606980801153,0.5881690109472616
6.214909111123465,2.1902273611651566,0.4805100426763971,7,0.007601373490431739,0.12968735559260708,0.22171130498776945,0.6074594964859019
7.449401684148323,2.2861574826414537,0.4058192513091647,7,0.007601373490431739,0.12968735559260708,0.22171130498776945,0.6074594964859019
7.020643481495258,1.802120141342756,0.4796627509568889,8,0.01135885149301987,0.4712912925585613,0.47000931785952726,0.7497741476756108
7.240221805975408,2.2755512694497506,0.48448440832370115,8,0.01135885149301987,0.4712912925585613,0.47000931785952726,0.7497741476756108
3.61158369701901,0.7877801612545307,0.43465051248184255,9,0.004095011594882797,0.4036417720740402,0.23685091852792334,0.7551700809913169
4.306687815854513,0.9000700874248405,0.3785569077872772,9,0.004095011594882797,0.4036417720740402,0.23685091852792334,0.7551700809913169
2.1617234764645126,0.011066843736166445,0.005927919091908939,10,5.649505165661004e-4,0.021330769089236853,0.2584095872913474,0.712663664117931
2.0527045769764216,0.011095700416088766,0.27979653419277084,10,5.649505165661004e-4,0.021330769089236853,0.2584095872913474,0.712663664117931
6.50798322419248,2.5917886836877346,0.6154801394695392,11,0.014316428469684237,0.14020439934975357,0.6618455808711893,0.8319822947383666
6.020289373025112,2.5038342849751465,0.5803032833988628,11,0.014316428469684237,0.14020439934975357,0.6618455808711893,0.8319822947383666
1.836220938841996,0.0018510291722197542,NA,12,1.3847996103666534e-4,0.15533908780443723,0.40342974786027047,0.6819801491340323
1.8532918610679108,0,NA,12,1.3847996103666534e-4,0.15533908780443723,0.40342974786027047,0.6819801491340323
9.917126561952049,3.9517156093689434,0.39182637718434415,13,0.010118974426236629,0.7006958728993177,0.2155620267141847,0.8371088389117827
9.806453993616119,3.9890034871492093,0.43252230262108204,13,0.010118974426236629,0.7006958728993177,0.2155620267141847,0.8371088389117827
6.853617084164634,2.567797236385133,0.5358917230996464,14,0.01309385508148043,0.4303940901351093,0.4931236105202025,0.8948769203467294
8.385891578966838,3.0795124567666043,0.47114629177951334,14,0.01309385508148043,0.4303940901351093,0.4931236105202025,0.8948769203467294
2.690234005891835,0.024086117132640396,0.12169628481500366,15,0.00277745506905733,0.7753988362110589,0.6689205418004359,0.5637719315627036
2.7730533165717666,0.040671448643052575,0.32517446856665305,15,0.00277745506905733,0.7753988362110589,0.6689205418004359,0.5637719315627036
2.6084223758642366,0.11091803157466631,0.29796746836180216,16,0.002375466793099673,0.6901754212464412,0.37617260521368634,0.8920386554077362
2.4302031627700993,0.09226283837395974,0.26440684577618323,16,0.002375466793099673,0.6901754212464412,0.37617260521368634,0.8920386554077362
2.3266549718400884,0.04616378912381128,0.2909185400630115,17,6.452035133732322e-4,0.27133031367247584,0.09765113394973704,0.5184406772106096
2.237486648742219,0.04235571433833008,0.3175956391790958,17,6.452035133732322e-4,0.27133031367247584,0.09765113394973704,0.5184406772106096
5.347048466314521,1.9275322027615605,0.5430941030350788,18,0.007624828752820469,0.1908565963847032,0.3133342973034675,0.7025698507983538
5.869328560621437,1.8727973873092607,0.5007186977476925,18,0.007624828752820469,0.1908565963847032,0.3133342973034675,0.7025698507983538
2.8442002079310855,0.12995692856081983,0.3255115719235337,19,0.0034540499638399096,0.5616903737260955,0.5326134938335993,0.6649216844243255
2.9455326396860073,0.07960899026178397,0.1515412450780314,19,0.0034540499638399096,0.5616903737260955,0.5326134938335993,0.6649216844243255
9.504346217865729,4.840022193452931,0.3063239688672218,20,0.007226367236134686,0.43223011780154535,0.07130208060397598,0.6376603119618597
10.045232160989569,4.920151389273516,0.2998905656135806,20,0.007226367236134686,0.43223011780154535,0.07130208060397598,0.6376603119618597
9.750910738391552,4.5194814801116925,0.5292723484450478,21,0.012282244916937069,0.06832577078877025,0.21193520740664637,0.6997452420757642
8.599812005824134,4.016071658956448,0.5118992226018353,21,0.012282244916937069,0.06832577078877025,0.21193520740664637,0.6997452420757642
3.658200143458829,0.4083058983649372,0.37128313838700344,22,0.005703294537096578,0.6400362266990206,0.5455614886611676,0.7791511479912883
3.7476979742173113,0.43646408839779005,0.4650477841617709,22,0.005703294537096578,0.6400362266990206,0.5455614886611676,0.7791511479912883
3.1655634037202764,0.0610184534595614,0.18084036697565598,23,0.0037837815824957963,0.670873639625897,0.593496636638255,0.41907668681069066
3.1247111028935937,0.05546824443006379,0.3578545619304221,23,0.0037837815824957963,0.670873639625897,0.593496636638255,0.41907668681069066
2.9500924214417745,0.04066543438077634,0.204980155644971,24,0.003271498585928163,0.615637041454321,0.7108026291259907,0.42148478978053583
3.0104106954640435,0.049926958708556006,0.24652908199720122,24,0.003271498585928163,0.615637041454321,0.7108026291259907,0.42148478978053583
7.402420128384859,2.499446616985169,0.5189338425009118,25,0.01406182377595905,0.06850255836000017,0.5933557497239662,0.6268001758899625
6.859232445610017,2.6188453440697375,0.5664761111554355,25,0.01406182377595905,0.06850255836000017,0.5933557497239662,0.6268001758899625
5.663936093492853,1.407200576933745,0.46428580275548587,26,0.01113075066129587,0.5291239875503326,0.7125405678498649,0.8746245586364316
5.955747795707869,1.6026174236122663,0.47467554422694624,26,0.01113075066129587,0.5291239875503326,0.7125405678498649,0.8746245586364316
